timestamp,commit,branch,benchmark,low_ns,estimate_ns,high_ns
2026-03-23T19:46:06Z,e7525ec,main,lazy_registry/new,11699.0000,12032.0000,12452.0000
2026-03-23T19:46:06Z,e7525ec,main,lazy_registry/by_family_gpu_cold,1057500.0000,1094900.0000,1137200.0000
2026-03-23T19:46:06Z,e7525ec,main,lazy_registry/by_family_gpu_warm,51.840,55.363,59.351
2026-03-23T19:46:06Z,e7525ec,main,lazy_registry/into_registry,2255300.0000,3692100.0000,6435200.0000
2026-03-23T19:46:06Z,e7525ec,main,large_registry_sharding/plan_sharding_70B_128gpu,1490.9000,1560.1000,1648.1000
2026-03-23T19:46:06Z,e7525ec,main,large_registry_sharding/plan_sharding_405B_128gpu,1468.6000,1556.1000,1664.2000
2026-03-23T19:46:06Z,e7525ec,main,large_registry_sharding/suggest_quantization_70B_128gpu,204.15,224.93,249.10
2026-03-23T19:46:06Z,e7525ec,main,large_registry_sharding/plan_sharding_70B_mixed_61dev,158.09,166.49,176.27
2026-03-23T19:46:06Z,e7525ec,main,large_json/serialize_129dev,17426.0000,18494.0000,19776.0000
2026-03-23T19:46:06Z,e7525ec,main,large_json/deserialize_129dev,29098.0000,30980.0000,33192.0000
2026-03-23T19:46:06Z,e7525ec,main,training_memory/7B_full_finetune_gpu,3.5150,3.7946,4.1119
